_,_,_,_
151
0.00,0.71,0.55,0.64,0.48
0.10,0.71,0.55,0.64,0.48
0.20,0.72,0.55,0.65,0.50
0.30,0.68,0.56,0.63,0.51
0.40,0.67,0.58,0.61,0.52
0.50,0.61,0.56,0.61,0.49
0.60,0.61,0.58,0.62,0.50
0.70,0.57,0.56,0.61,0.49
0.80,0.56,0.57,0.63,0.49
0.90,0.55,0.54,0.61,0.44
1.00,0.56,0.56,0.62,0.45
1.10,0.61,0.57,0.64,0.45
1.20,0.61,0.57,0.63,0.46
1.30,0.64,0.59,0.65,0.51
1.40,0.62,0.59,0.68,0.51
1.50,0.59,0.59,0.67,0.48
1.60,0.57,0.58,0.67,0.48
1.70,0.57,0.57,0.69,0.50
1.80,0.57,0.58,0.69,0.47
1.90,0.57,0.60,0.69,0.49
2.00,0.58,0.60,0.66,0.50
2.10,0.58,0.61,0.66,0.51
2.20,0.62,0.59,0.65,0.49
2.30,0.63,0.61,0.65,0.48
2.40,0.63,0.62,0.66,0.50
2.50,0.63,0.61,0.68,0.51
2.60,0.63,0.63,0.70,0.51
2.70,0.62,0.63,0.69,0.51
2.80,0.64,0.63,0.68,0.49
2.90,0.64,0.63,0.68,0.48
3.00,0.64,0.63,0.68,0.48
3.10,0.64,0.63,0.68,0.48
3.20,0.64,0.63,0.69,0.48
3.30,0.64,0.63,0.70,0.50
3.40,0.62,0.64,0.70,0.50
3.50,0.62,0.65,0.70,0.50
3.60,0.62,0.64,0.70,0.47
3.70,0.64,0.61,0.69,0.48
3.80,0.66,0.63,0.68,0.45
3.90,0.64,0.63,0.68,0.48
4.00,0.64,0.63,0.69,0.48
4.10,0.65,0.63,0.69,0.48
4.20,0.65,0.63,0.69,0.48
4.30,0.64,0.64,0.69,0.49
4.40,0.64,0.63,0.69,0.49
4.50,0.65,0.64,0.69,0.46
4.60,0.66,0.64,0.69,0.45
4.70,0.66,0.64,0.69,0.45
4.80,0.64,0.63,0.70,0.48
4.90,0.63,0.60,0.67,0.42
5.00,0.62,0.55,0.64,0.47
5.10,0.62,0.55,0.64,0.46
5.20,0.63,0.56,0.65,0.45
5.30,0.66,0.59,0.65,0.46
5.40,0.66,0.59,0.65,0.44
5.50,0.66,0.58,0.65,0.38
5.60,0.67,0.59,0.66,0.45
5.70,0.66,0.58,0.66,0.46
5.80,0.66,0.60,0.66,0.44
5.90,0.67,0.61,0.65,0.44
6.00,0.67,0.62,0.65,0.45
6.10,0.67,0.62,0.65,0.42
6.20,0.67,0.63,0.65,0.43
6.30,0.67,0.62,0.65,0.43
6.40,0.67,0.64,0.65,0.43
6.50,0.68,0.64,0.65,0.44
6.60,0.67,0.63,0.65,0.44
6.70,0.68,0.63,0.65,0.45
6.80,0.67,0.63,0.64,0.46
6.90,0.67,0.64,0.66,0.47
7.00,0.67,0.63,0.66,0.46
7.10,0.68,0.63,0.66,0.46
7.20,0.68,0.63,0.66,0.46
7.30,0.68,0.64,0.66,0.46
7.40,0.68,0.64,0.66,0.46
7.50,0.68,0.63,0.66,0.46
7.60,0.68,0.62,0.66,0.46
7.70,0.67,0.61,0.66,0.46
7.80,0.67,0.62,0.67,0.46
7.90,0.67,0.61,0.67,0.46
8.00,0.68,0.62,0.67,0.46
8.10,0.68,0.62,0.67,0.47
8.20,0.67,0.63,0.67,0.47
8.30,0.67,0.63,0.69,0.47
8.40,0.67,0.64,0.68,0.47
8.50,0.67,0.64,0.68,0.47
8.60,0.67,0.65,0.68,0.48
8.70,0.67,0.65,0.67,0.48
8.80,0.66,0.65,0.67,0.48
8.90,0.66,0.65,0.67,0.48
9.00,0.66,0.65,0.68,0.48
9.10,0.64,0.65,0.67,0.48
9.20,0.65,0.65,0.67,0.48
9.30,0.65,0.66,0.66,0.48
9.40,0.64,0.66,0.67,0.47
9.50,0.64,0.65,0.67,0.48
9.60,0.65,0.64,0.68,0.47
9.70,0.65,0.64,0.67,0.43
9.80,0.65,0.64,0.68,0.42
9.90,0.65,0.64,0.68,0.42
10.00,0.64,0.65,0.68,0.42
10.10,0.62,0.64,0.68,0.43
10.20,0.62,0.63,0.68,0.42
10.30,0.63,0.63,0.68,0.39
10.40,0.63,0.63,0.68,0.41
10.50,0.63,0.64,0.68,0.42
10.60,0.64,0.64,0.68,0.43
10.70,0.64,0.63,0.68,0.43
10.80,0.64,0.63,0.68,0.43
10.90,0.65,0.63,0.68,0.44
11.00,0.65,0.64,0.68,0.43
11.10,0.65,0.63,0.68,0.43
11.20,0.65,0.63,0.68,0.42
11.30,0.64,0.64,0.68,0.42
11.40,0.65,0.64,0.68,0.43
11.50,0.64,0.64,0.68,0.43
11.60,0.65,0.64,0.69,0.43
11.70,0.64,0.64,0.68,0.43
11.80,0.64,0.64,0.69,0.43
11.90,0.64,0.64,0.69,0.42
12.00,0.64,0.64,0.69,0.43
12.10,0.65,0.64,0.69,0.43
12.20,0.65,0.64,0.69,0.43
12.30,0.65,0.64,0.69,0.43
12.40,0.65,0.63,0.69,0.43
12.50,0.64,0.63,0.69,0.43
12.60,0.65,0.63,0.69,0.43
12.70,0.64,0.63,0.69,0.44
12.80,0.64,0.63,0.69,0.44
12.90,0.64,0.63,0.69,0.44
13.00,0.65,0.63,0.69,0.44
13.10,0.64,0.63,0.69,0.44
13.20,0.64,0.64,0.69,0.44
13.30,0.65,0.63,0.69,0.44
13.40,0.65,0.64,0.69,0.44
13.50,0.65,0.64,0.69,0.44
13.60,0.65,0.64,0.69,0.44
13.70,0.65,0.64,0.69,0.43
13.80,0.65,0.64,0.69,0.43
13.90,0.65,0.64,0.69,0.43
14.00,0.65,0.64,0.69,0.44
14.10,0.65,0.64,0.69,0.43
14.20,0.65,0.64,0.69,0.43
14.30,0.65,0.64,0.69,0.43
14.40,0.65,0.64,0.69,0.43
14.50,0.65,0.64,0.69,0.43
14.60,0.65,0.64,0.69,0.43
14.70,0.65,0.64,0.69,0.43
14.80,0.65,0.64,0.69,0.43
14.90,0.65,0.64,0.69,0.43
15.00,0.65,0.64,0.69,0.43
